Person_ID,Name,Age,Gender,Criminal_History,Case_Number,Crime_Description,Crime_Type,IUCR,FBI_Code,Domestic,Arrested,Crime_Location,Block,Beat,District,Ward,Community_Area,Latitude,Longitude,X_Coordinate,Y_Coordinate,Date_of_Crime,Year,Updated_On,Social_Media_Activity,Facial_Recognition_Match
P00135,Andrea Wall DDS,1,Other,No,C2023-XYZ00705,Assault reported near Cruz Curve,Assault,1300,102,No,Yes,"Banjara Hills, Hyderabad",7832 Block of Kathryn Shore,978,22,47,8,17.4239,78.4291,266929,148337,2024-12-04,2024,2025-02-20,Inactive,30.82
P00782,Martin Munoz,46,Male,Yes,C2024-XYZ00706,Kidnapping reported near Jorge Haven,Kidnapping,7100,108,No,No,"Andheri East, Mumbai",2273 Block of Ricky Court,417,5,1,51,19.1197,72.8696,748003,476917,2023-04-04,2023,2023-08-22,Suspicious,34.58
P00593,Kenneth Smith,18,Female,Yes,C2019-XYZ00707,Assault reported near Alexander Path,Assault,1300,102,No,Yes,"Sector 62, Noida",9463 Block of Anthony Rue,730,26,32,8,28.6102,77.367,747983,513706,2025-03-26,2025,2025-05-10,Inactive,77.8
P00517,Michael Black,45,Male,No,C2024-XYZ00708,Drug Offense reported near Hanson Springs,Drug Offense,4100,105,No,Yes,"Andheri East, Mumbai",9586 Block of Pearson Shoals,427,25,40,6,19.1197,72.8696,751777,888216,2022-08-14,2022,2022-12-09,Active,72.47
P00211,Jeffrey Wallace,38,Female,Yes,C2019-XYZ00709,Drug Offense reported near Davis Forks,Drug Offense,4100,105,Yes,No,"Salt Lake, Kolkata",9562 Block of Frazier Trafficway,718,25,19,42,22.585,88.4154,120527,344978,2022-03-24,2022,2022-08-03,Active,87.47
P00363,Jennifer Ramirez,17,Other,No,C2019-XYZ00710,Theft reported near Johnson Divide,Theft,6100,107,Yes,No,"Andheri East, Mumbai",3926 Block of Brett Burgs,863,19,31,10,19.1197,72.8696,266760,381741,2024-02-07,2024,2024-03-06,Active,32.83
P00541,Lisa Landry,98,Male,Yes,C2022-XYZ00711,Fraud reported near Angela Village,Fraud,2100,103,Yes,Yes,"Sector 62, Noida",9550 Block of Cobb Fork,801,28,46,8,28.6102,77.367,488447,873804,2020-11-24,2020,2021-02-11,Inactive,5.07
P00592,Megan Howard,35,Male,No,C2023-XYZ00712,Theft reported near Daniel Port,Theft,6100,107,Yes,Yes,"Banjara Hills, Hyderabad",9234 Block of Edward Mount,495,20,1,58,17.4239,78.4291,630471,996392,2021-01-16,2021,2021-06-18,Active,47.71
P00157,Gerald Campbell,89,Other,Yes,C2022-XYZ00713,Kidnapping reported near Russell Port,Kidnapping,7100,108,Yes,No,"Viman Nagar, Pune",3010 Block of Weaver Street,898,13,2,19,18.5679,73.9143,264195,428837,2022-01-17,2022,2022-07-11,Suspicious,60.68
P00534,Thomas Malone,53,Male,No,C2021-XYZ00714,Cybercrime reported near Harrington Path,Cybercrime,3100,104,Yes,Yes,"Salt Lake, Kolkata",3675 Block of Ronald Roads,713,25,7,62,22.585,88.4154,232691,824957,2023-08-15,2023,2023-11-17,Active,77.78
P00113,David Jones,37,Other,Yes,C2019-XYZ00715,Theft reported near Barron Roads,Theft,6100,107,No,No,"Andheri East, Mumbai",7123 Block of Robyn Mountains,536,8,39,39,19.1197,72.8696,571707,825172,2023-01-31,2023,2023-07-04,Inactive,86.53
P00667,Shaun Cohen,62,Female,No,C2020-XYZ00716,Fraud reported near William Plains,Fraud,2100,103,Yes,Yes,"Andheri East, Mumbai",4507 Block of Antonio Ways,372,6,35,31,19.1197,72.8696,379504,499667,2022-10-06,2022,2023-02-11,Inactive,88.15
P00105,Jennifer Thompson,79,Male,No,C2022-XYZ00717,Assault reported near Chelsea Throughway,Assault,1300,102,Yes,Yes,"Banjara Hills, Hyderabad",4536 Block of Castro Lodge,406,9,9,24,17.4239,78.4291,866131,354739,2024-11-09,2024,2025-01-12,Active,99.57
P00920,Richard Novak,44,Male,No,C2019-XYZ00718,Assault reported near Madeline Grove,Assault,1300,102,Yes,Yes,"Viman Nagar, Pune",9313 Block of Marvin Drive,140,7,24,27,18.5679,73.9143,351750,998062,2022-05-14,2022,2022-09-22,Inactive,42.33
P00329,Phillip Rice,52,Male,Yes,C2023-XYZ00719,Homicide reported near Alan Fork,Homicide,5100,106,No,No,"Koramangala, Bangalore",8433 Block of Meadows Squares,115,27,9,59,12.9352,77.6146,647745,251994,2021-04-06,2021,2021-08-10,Suspicious,83.55
P00924,Keith Avery,38,Male,No,C2023-XYZ00720,Cybercrime reported near Jennifer Stravenue,Cybercrime,3100,104,Yes,Yes,"Banjara Hills, Hyderabad",7766 Block of Rogers Row,241,18,5,6,17.4239,78.4291,158750,448169,2023-06-04,2023,2023-11-30,Active,19.36
P00620,Douglas Lyons,24,Female,Yes,C2022-XYZ00721,Cybercrime reported near Miller Forges,Cybercrime,3100,104,Yes,Yes,"Koramangala, Bangalore",6721 Block of Bailey Circle,399,28,29,49,12.9352,77.6146,808845,524016,2024-04-25,2024,2024-05-29,Active,65.81
P00259,Craig Payne,53,Male,No,C2024-XYZ00722,Assault reported near Mcdonald Wells,Assault,1300,102,No,No,"Sector 62, Noida",8108 Block of Larry Motorway,313,2,9,40,28.6102,77.367,206058,218340,2021-09-22,2021,2022-01-27,Active,3.62
P00346,Kylie Noble,39,Male,No,C2022-XYZ00723,Theft reported near Scott Greens,Theft,6100,107,No,Yes,"T. Nagar, Chennai",8352 Block of Jessica Vista,335,6,29,31,13.0424,80.2336,742217,488310,2021-05-16,2021,2021-10-13,Inactive,6.35
P00840,Alicia Padilla,56,Female,Yes,C2024-XYZ00724,Robbery reported near Russell Port,Robbery,1100,101,No,Yes,"Andheri East, Mumbai",8382 Block of Brandi Forge,230,27,7,72,19.1197,72.8696,802176,900123,2022-10-03,2022,2023-01-27,Active,60.31
P00799,Amber Day,62,Other,Yes,C2019-XYZ00725,Fraud reported near Ralph Wells,Fraud,2100,103,No,Yes,"Andheri East, Mumbai",6622 Block of Joseph Station,347,21,17,66,19.1197,72.8696,854824,588990,2025-07-24,2025,2025-12-01,Suspicious,13.06
P00748,Jessica Walker,80,Other,Yes,C2023-XYZ00726,Kidnapping reported near Conrad Spur,Kidnapping,7100,108,No,Yes,"Banjara Hills, Hyderabad",8964 Block of Nancy Hills,927,11,38,19,17.4239,78.4291,510169,249326,2021-02-14,2021,2021-04-16,Active,50.81
P00212,Andrew Jackson,102,Female,No,C2022-XYZ00727,Drug Offense reported near Adam Lodge,Drug Offense,4100,105,Yes,Yes,"T. Nagar, Chennai",7270 Block of Roberts Port,682,13,27,4,13.0424,80.2336,135242,516255,2024-12-27,2024,2025-02-11,Inactive,28.52
P00568,Nicole Hernandez,61,Other,No,C2019-XYZ00728,Kidnapping reported near Daniel Parks,Kidnapping,7100,108,No,No,"Viman Nagar, Pune",1877 Block of Carter Springs,544,28,12,17,18.5679,73.9143,301683,282053,2020-09-14,2020,2020-12-01,Suspicious,35.3
P00104,David Richardson,68,Other,Yes,C2022-XYZ00729,Homicide reported near Danielle Glen,Homicide,5100,106,No,No,"Banjara Hills, Hyderabad",1380 Block of Kirk Mission,564,2,13,3,17.4239,78.4291,718145,395369,2025-03-18,2025,2025-05-16,Inactive,21.33
P00513,Morgan Booker,31,Female,Yes,C2023-XYZ00730,Fraud reported near Glenn Wells,Fraud,2100,103,Yes,Yes,"Banjara Hills, Hyderabad",8505 Block of Carr Island,896,14,19,3,17.4239,78.4291,198048,766925,2024-06-25,2024,2024-12-04,Inactive,68.37
P00045,Walter Foster,6,Female,No,C2021-XYZ00731,Kidnapping reported near Houston Branch,Kidnapping,7100,108,No,No,"Salt Lake, Kolkata",4105 Block of Martin Port,602,19,47,44,22.585,88.4154,470611,337802,2024-10-28,2024,2024-12-04,Inactive,12.63
P00335,Steven Jones,98,Female,Yes,C2020-XYZ00732,Kidnapping reported near James Walks,Kidnapping,7100,108,No,Yes,"Banjara Hills, Hyderabad",125 Block of Morgan Pike,836,18,2,46,17.4239,78.4291,169191,292524,2025-04-18,2025,2025-05-11,Inactive,81.5
P00021,David Cobb,95,Other,Yes,C2023-XYZ00733,Assault reported near West Rue,Assault,1300,102,Yes,Yes,"Viman Nagar, Pune",5977 Block of Denise Keys,913,29,19,14,18.5679,73.9143,672121,482631,2023-07-09,2023,2023-07-29,Active,89.95
P00550,Cynthia Hunt,72,Other,Yes,C2021-XYZ00734,Kidnapping reported near Colleen Parks,Kidnapping,7100,108,No,Yes,"Andheri East, Mumbai",2537 Block of Beck Mountain,442,2,34,16,19.1197,72.8696,341991,185389,2021-10-06,2021,2021-10-16,Suspicious,93.34
P00061,Christopher Castro,77,Female,No,C2019-XYZ00735,Kidnapping reported near Hall Rapids,Kidnapping,7100,108,No,Yes,"Salt Lake, Kolkata",6724 Block of Leslie Route,803,6,39,58,22.585,88.4154,913388,468080,2022-03-26,2022,2022-04-30,Suspicious,38.38
P00619,Parker Walker,78,Other,No,C2022-XYZ00736,Cybercrime reported near Castillo Mountain,Cybercrime,3100,104,Yes,Yes,"Viman Nagar, Pune",1550 Block of Cameron Spring,639,20,23,37,18.5679,73.9143,532794,180018,2022-02-04,2022,2022-07-24,Suspicious,22.28
P00720,Mr. Luis Chavez Jr.,23,Male,Yes,C2021-XYZ00737,Theft reported near Timothy Motorway,Theft,6100,107,No,Yes,"Salt Lake, Kolkata",2091 Block of Randall Light,582,18,30,65,22.585,88.4154,470861,748841,2022-10-25,2022,2023-04-01,Inactive,89.96
P00273,Brittany Sanchez,107,Other,No,C2020-XYZ00738,Drug Offense reported near Stewart Rue,Drug Offense,4100,105,Yes,No,"T. Nagar, Chennai",5081 Block of Foster Club,249,3,42,35,13.0424,80.2336,877615,228104,2024-03-01,2024,2024-08-14,Inactive,93.3
P00069,Alexis Young,45,Male,Yes,C2021-XYZ00739,Fraud reported near Whitaker Street,Fraud,2100,103,Yes,No,"Salt Lake, Kolkata",1416 Block of Ibarra Turnpike,699,2,50,45,22.585,88.4154,955979,687020,2022-01-28,2022,2022-07-15,Inactive,86.65
P00354,Dalton Wright,15,Other,No,C2019-XYZ00740,Assault reported near Jason Manor,Assault,1300,102,Yes,Yes,"Koramangala, Bangalore",8582 Block of Marissa Causeway,648,18,17,47,12.9352,77.6146,715614,723184,2024-06-28,2024,2024-09-14,Active,48.88
P00314,Eric Montoya,110,Other,Yes,C2022-XYZ00741,Theft reported near Henson Pass,Theft,6100,107,Yes,Yes,"Banjara Hills, Hyderabad",7763 Block of Douglas Course,708,20,19,67,17.4239,78.4291,152992,520463,2023-05-20,2023,2023-07-29,Active,89.14
P00628,Jamie Miller,52,Other,Yes,C2020-XYZ00742,Robbery reported near Melendez Causeway,Robbery,1100,101,Yes,No,"Sector 62, Noida",4038 Block of Moore Greens,760,30,24,62,28.6102,77.367,745961,859654,2024-03-25,2024,2024-04-24,Active,32.21
P00658,Amy Smith,56,Male,No,C2021-XYZ00743,Homicide reported near Larson Highway,Homicide,5100,106,Yes,Yes,"Koramangala, Bangalore",3615 Block of Todd Terrace,800,28,4,65,12.9352,77.6146,243119,113254,2023-02-24,2023,2023-05-15,Active,89.53
P00523,Javier Brown,106,Female,No,C2020-XYZ00744,Homicide reported near Marcus Cove,Homicide,5100,106,No,Yes,"Andheri East, Mumbai",9652 Block of Soto Plaza,194,8,14,5,19.1197,72.8696,193182,911782,2025-07-12,2025,2025-11-17,Active,97.72
P00354,Dalton Wright,15,Other,No,C2020-XYZ00745,Theft reported near King Neck,Theft,6100,107,Yes,Yes,"Salt Lake, Kolkata",1524 Block of Nicholas Bridge,692,25,25,3,22.585,88.4154,634610,899850,2020-09-11,2020,2020-09-21,Inactive,75.3
P00839,Frederick Lewis,12,Other,Yes,C2023-XYZ00746,Homicide reported near Justin Mount,Homicide,5100,106,No,No,"Viman Nagar, Pune",9231 Block of Nancy Dale,921,19,25,1,18.5679,73.9143,666234,737165,2023-06-26,2023,2023-12-08,Active,84.01
P00778,Kenneth Manning,75,Female,No,C2021-XYZ00747,Fraud reported near Nguyen Path,Fraud,2100,103,Yes,Yes,"T. Nagar, Chennai",9988 Block of Young Loaf,738,15,27,6,13.0424,80.2336,701608,562057,2024-03-23,2024,2024-07-24,Active,92.92
P00148,Courtney Garcia,88,Male,Yes,C2021-XYZ00748,Cybercrime reported near Lynch Keys,Cybercrime,3100,104,Yes,Yes,"Salt Lake, Kolkata",2747 Block of Lopez Shoals,924,27,10,63,22.585,88.4154,253220,580603,2024-10-19,2024,2025-03-16,Suspicious,45.61
P00016,Sean James,15,Female,Yes,C2022-XYZ00749,Robbery reported near Vargas Green,Robbery,1100,101,Yes,No,"Salt Lake, Kolkata",3434 Block of King Spring,583,5,6,45,22.585,88.4154,661152,125657,2022-09-17,2022,2023-02-11,Active,56.35
P00908,Anna Johnson,86,Female,No,C2022-XYZ00750,Fraud reported near Aaron Court,Fraud,2100,103,Yes,Yes,"Banjara Hills, Hyderabad",723 Block of Cowan Stream,533,5,38,56,17.4239,78.4291,952383,111348,2022-02-17,2022,2022-05-09,Active,40.82
P00404,Rebecca Peterson,101,Male,No,C2023-XYZ00751,Robbery reported near Jennifer Union,Robbery,1100,101,Yes,Yes,"Banjara Hills, Hyderabad",7094 Block of Allison Mall,562,6,15,65,17.4239,78.4291,823150,462400,2020-09-16,2020,2020-11-18,Active,83.2
P00494,Monica Trevino,46,Female,Yes,C2019-XYZ00752,Kidnapping reported near Mueller Point,Kidnapping,7100,108,No,No,"T. Nagar, Chennai",1813 Block of Michael Shores,244,5,50,61,13.0424,80.2336,712527,492624,2023-07-11,2023,2023-08-21,Active,47.49
P00108,Karen Martinez,77,Male,Yes,C2023-XYZ00753,Drug Offense reported near Mahoney Prairie,Drug Offense,4100,105,Yes,No,"Salt Lake, Kolkata",7808 Block of Williams Mission,681,13,2,76,22.585,88.4154,514494,596535,2021-10-06,2021,2021-11-18,Suspicious,10.78
P00653,Keith Coleman,5,Male,No,C2022-XYZ00754,Robbery reported near Troy Brook,Robbery,1100,101,Yes,No,"Banjara Hills, Hyderabad",5743 Block of Julie Centers,196,2,38,65,17.4239,78.4291,339836,366968,2025-03-29,2025,2025-05-07,Suspicious,44.84
P00491,Aaron Gonzalez,16,Female,Yes,C2023-XYZ00755,Assault reported near Albert Pines,Assault,1300,102,Yes,Yes,"Salt Lake, Kolkata",4988 Block of Wesley Springs,188,18,35,4,22.585,88.4154,938805,144037,2023-01-02,2023,2023-05-24,Suspicious,75.84
P00116,Jonathan Park,5,Male,Yes,C2023-XYZ00756,Drug Offense reported near Williams Drives,Drug Offense,4100,105,No,Yes,"Viman Nagar, Pune",8187 Block of Kimberly Valley,892,18,40,45,18.5679,73.9143,952068,483947,2023-02-17,2023,2023-07-03,Inactive,7.6
P00029,Dr. Michelle Aguilar,80,Other,No,C2023-XYZ00757,Assault reported near Jacob Corner,Assault,1300,102,No,Yes,"Banjara Hills, Hyderabad",6280 Block of Kenneth Highway,626,24,34,26,17.4239,78.4291,308910,120546,2023-09-17,2023,2024-02-23,Active,35.97
P00475,Tyler Thomas,75,Other,Yes,C2024-XYZ00758,Cybercrime reported near Julie Club,Cybercrime,3100,104,No,Yes,"Banjara Hills, Hyderabad",7561 Block of Jessica Island,101,1,49,63,17.4239,78.4291,874004,710624,2021-01-24,2021,2021-03-14,Suspicious,97.3
P00344,Christopher Allen,6,Female,No,C2022-XYZ00759,Homicide reported near Mark Mountain,Homicide,5100,106,No,Yes,"Koramangala, Bangalore",5891 Block of Holmes Circle,468,25,1,43,12.9352,77.6146,852369,835913,2021-07-23,2021,2021-09-11,Suspicious,10.38
P00280,Sheri Nolan,55,Male,Yes,C2019-XYZ00760,Robbery reported near Williams Plain,Robbery,1100,101,Yes,Yes,"Viman Nagar, Pune",5475 Block of Kimberly Rest,521,8,26,46,18.5679,73.9143,385196,778436,2025-01-05,2025,2025-06-13,Suspicious,80.33
P00139,Daniel Harmon,94,Female,No,C2021-XYZ00761,Theft reported near Cabrera Union,Theft,6100,107,Yes,Yes,"Viman Nagar, Pune",8854 Block of Craig Glen,707,5,12,24,18.5679,73.9143,474705,487013,2025-04-02,2025,2025-07-22,Active,9.76
P00917,Jennifer Long,95,Female,Yes,C2022-XYZ00762,Robbery reported near Griffith Summit,Robbery,1100,101,No,Yes,"Viman Nagar, Pune",1625 Block of Boyer Point,527,4,18,34,18.5679,73.9143,570087,462652,2022-11-26,2022,2023-01-08,Inactive,83.31
P00576,Jerry Perez,4,Male,No,C2024-XYZ00763,Robbery reported near Anderson Streets,Robbery,1100,101,No,Yes,"Viman Nagar, Pune",8758 Block of Hendrix Avenue,707,3,15,17,18.5679,73.9143,325569,378906,2022-07-01,2022,2022-09-21,Suspicious,99.62
P00530,Christopher Garza,38,Male,Yes,C2024-XYZ00764,Drug Offense reported near Jordan Cliff,Drug Offense,4100,105,Yes,Yes,"Koramangala, Bangalore",7511 Block of Moore Shore,334,6,5,76,12.9352,77.6146,435564,910499,2024-11-29,2024,2025-01-12,Inactive,9.27
P00250,Amanda Garner,17,Other,No,C2022-XYZ00765,Cybercrime reported near Alvarez Valleys,Cybercrime,3100,104,Yes,No,"Andheri East, Mumbai",9657 Block of Penny Street,329,20,7,39,19.1197,72.8696,843886,959173,2025-03-08,2025,2025-08-17,Active,39.48
P00764,Kevin Bryant MD,1,Other,Yes,C2019-XYZ00766,Fraud reported near Denise Wells,Fraud,2100,103,Yes,No,"Salt Lake, Kolkata",3337 Block of Ruth Fort,757,2,8,4,22.585,88.4154,420287,841966,2024-06-26,2024,2024-08-16,Suspicious,75.88
P00581,Daniel Valdez,34,Male,Yes,C2023-XYZ00767,Homicide reported near Gardner Groves,Homicide,5100,106,Yes,No,"Salt Lake, Kolkata",7883 Block of Reed Shoals,277,14,46,46,22.585,88.4154,646262,709323,2025-07-29,2025,2025-09-18,Active,5.57
P00615,Mary Hutchinson,84,Female,Yes,C2024-XYZ00768,Homicide reported near Renee Light,Homicide,5100,106,No,Yes,"T. Nagar, Chennai",2812 Block of Jennifer Hollow,171,8,47,53,13.0424,80.2336,205050,401255,2021-02-03,2021,2021-05-16,Suspicious,1.76
P00399,Melissa Thomas,64,Other,No,C2020-XYZ00769,Fraud reported near Jordan Manors,Fraud,2100,103,Yes,No,"Andheri East, Mumbai",3032 Block of Sims Throughway,710,15,28,72,19.1197,72.8696,998430,848684,2024-07-10,2024,2024-12-27,Inactive,34.1
P00864,Matthew Powers,64,Male,Yes,C2023-XYZ00770,Fraud reported near Alicia Parkway,Fraud,2100,103,Yes,Yes,"Andheri East, Mumbai",6725 Block of Sweeney Greens,908,29,10,73,19.1197,72.8696,771250,689197,2024-01-28,2024,2024-02-06,Suspicious,85.48
P00767,Ryan King,42,Other,No,C2021-XYZ00771,Kidnapping reported near Gaines Greens,Kidnapping,7100,108,Yes,Yes,"T. Nagar, Chennai",3292 Block of Kyle Ways,242,10,29,32,13.0424,80.2336,691127,469978,2024-11-12,2024,2025-04-28,Active,27.42
P00942,Amy Stephens,31,Female,No,C2020-XYZ00772,Theft reported near Olivia Cove,Theft,6100,107,No,No,"Andheri East, Mumbai",4437 Block of Joshua Gardens,899,22,14,40,19.1197,72.8696,534370,484879,2024-05-29,2024,2024-06-30,Inactive,27.77
P00451,Eric Harris,40,Female,No,C2023-XYZ00773,Robbery reported near House Trace,Robbery,1100,101,Yes,Yes,"Banjara Hills, Hyderabad",209 Block of Jacob Locks,654,7,43,35,17.4239,78.4291,929771,466423,2021-12-28,2021,2022-01-15,Inactive,40.43
P00895,John Gross,23,Other,No,C2019-XYZ00774,Drug Offense reported near Leon Circle,Drug Offense,4100,105,Yes,Yes,"Viman Nagar, Pune",4622 Block of Theresa Creek,224,28,3,67,18.5679,73.9143,578620,382146,2021-03-07,2021,2021-07-16,Inactive,1.25
P00229,Beth Martin,70,Female,Yes,C2020-XYZ00775,Kidnapping reported near Don Lock,Kidnapping,7100,108,No,Yes,"T. Nagar, Chennai",7128 Block of Chelsea Flat,946,28,36,70,13.0424,80.2336,164864,614508,2022-03-08,2022,2022-07-09,Inactive,87.77
P00796,Susan Quinn,23,Male,Yes,C2023-XYZ00776,Theft reported near Bill Ridge,Theft,6100,107,No,No,"Koramangala, Bangalore",8342 Block of Denise Square,741,14,4,56,12.9352,77.6146,591908,674829,2022-01-10,2022,2022-07-03,Inactive,32.86
P00947,Kendra Lee,77,Female,No,C2021-XYZ00777,Drug Offense reported near Karen Crescent,Drug Offense,4100,105,Yes,No,"Sector 62, Noida",4638 Block of Michael Ridges,171,8,44,9,28.6102,77.367,622049,398213,2021-08-25,2021,2021-10-09,Inactive,92.25
P00513,Morgan Booker,31,Female,Yes,C2022-XYZ00778,Theft reported near Rhonda Harbors,Theft,6100,107,Yes,No,"Banjara Hills, Hyderabad",1366 Block of Brian Course,583,20,27,21,17.4239,78.4291,725918,333095,2023-09-16,2023,2023-10-08,Suspicious,54.45
P00505,Thomas Johnston,9,Male,Yes,C2022-XYZ00779,Cybercrime reported near Shelton Manors,Cybercrime,3100,104,No,No,"Banjara Hills, Hyderabad",7136 Block of Becky Stravenue,427,13,49,50,17.4239,78.4291,428445,459630,2023-08-29,2023,2023-09-15,Inactive,65.69
P00713,Shane Hart,51,Female,Yes,C2019-XYZ00780,Cybercrime reported near Roger Crest,Cybercrime,3100,104,No,Yes,"Andheri East, Mumbai",3526 Block of Natalie Club,892,15,38,54,19.1197,72.8696,714546,394436,2023-05-06,2023,2023-07-13,Suspicious,56.02
P00282,Melissa Baker,107,Male,Yes,C2024-XYZ00781,Homicide reported near Osborne Ports,Homicide,5100,106,No,Yes,"Viman Nagar, Pune",8450 Block of Hannah Place,653,12,14,49,18.5679,73.9143,132107,230667,2024-12-10,2024,2025-03-14,Suspicious,91.16
P00099,Andrew Gross,71,Male,Yes,C2023-XYZ00782,Fraud reported near Travis Views,Fraud,2100,103,No,Yes,"Sector 62, Noida",3587 Block of Lamb Meadows,880,22,28,15,28.6102,77.367,759606,797015,2025-06-15,2025,2025-10-15,Suspicious,61.53
P00097,Sherry Sexton,104,Male,No,C2024-XYZ00783,Robbery reported near Brandon Inlet,Robbery,1100,101,No,Yes,"T. Nagar, Chennai",5858 Block of Doyle Avenue,776,17,2,6,13.0424,80.2336,408600,941852,2022-04-06,2022,2022-07-12,Inactive,86.59
P00312,Amanda Galloway,39,Male,Yes,C2022-XYZ00784,Fraud reported near Vincent Cliff,Fraud,2100,103,No,Yes,"Viman Nagar, Pune",4460 Block of Nguyen Oval,790,17,26,39,18.5679,73.9143,273099,446348,2021-05-07,2021,2021-05-10,Inactive,1.68
P00700,James Guerra,91,Other,No,C2023-XYZ00785,Homicide reported near Obrien Plains,Homicide,5100,106,No,No,"Koramangala, Bangalore",1577 Block of Melvin Court,371,15,47,77,12.9352,77.6146,511402,999960,2021-03-02,2021,2021-07-08,Inactive,5.64
P00942,Amy Stephens,31,Female,No,C2024-XYZ00786,Robbery reported near Brown Highway,Robbery,1100,101,Yes,No,"Banjara Hills, Hyderabad",2934 Block of Briana Creek,859,29,23,33,17.4239,78.4291,794873,259910,2023-05-31,2023,2023-06-02,Inactive,64.12
P00045,Walter Foster,6,Female,No,C2022-XYZ00787,Theft reported near Stone Courts,Theft,6100,107,Yes,Yes,"Banjara Hills, Hyderabad",5313 Block of Breanna Radial,914,27,36,27,17.4239,78.4291,275451,581600,2025-07-28,2025,2025-11-01,Suspicious,96.19
P00383,Susan Butler,100,Female,No,C2021-XYZ00788,Assault reported near Gabriel Crossroad,Assault,1300,102,No,No,"Andheri East, Mumbai",4183 Block of Lauren Avenue,369,25,45,2,19.1197,72.8696,254947,714196,2023-04-21,2023,2023-07-14,Suspicious,80.94
P00835,Donna Ellis,107,Other,No,C2023-XYZ00789,Assault reported near Brown Trail,Assault,1300,102,Yes,Yes,"Koramangala, Bangalore",9806 Block of Campbell Rest,293,15,46,64,12.9352,77.6146,603895,196390,2020-11-22,2020,2021-05-06,Active,12.81
P00482,Michael Coleman,66,Female,No,C2022-XYZ00790,Fraud reported near Victor Station,Fraud,2100,103,No,Yes,"Banjara Hills, Hyderabad",9718 Block of Lewis Forges,892,19,36,57,17.4239,78.4291,671290,791079,2021-08-06,2021,2021-11-12,Active,32.92
P00269,Jonathan Baker,64,Male,No,C2020-XYZ00791,Drug Offense reported near Gonzalez Gateway,Drug Offense,4100,105,No,No,"Viman Nagar, Pune",331 Block of Caldwell Flats,974,27,4,69,18.5679,73.9143,358948,291113,2021-08-12,2021,2022-01-09,Suspicious,10.65
P00893,Erin Holmes,55,Male,No,C2024-XYZ00792,Fraud reported near Crystal Meadow,Fraud,2100,103,No,Yes,"Salt Lake, Kolkata",6159 Block of Colin Cliffs,917,7,47,7,22.585,88.4154,913862,418766,2025-07-05,2025,2025-08-10,Inactive,26.43
P00611,Ariana Rice,36,Other,Yes,C2023-XYZ00793,Homicide reported near Michele Wells,Homicide,5100,106,Yes,Yes,"Salt Lake, Kolkata",8040 Block of Thomas Inlet,207,10,46,3,22.585,88.4154,232221,637361,2023-12-06,2023,2024-01-18,Suspicious,44.67
P00724,Andrew Morris,52,Female,No,C2021-XYZ00794,Cybercrime reported near Barbara Isle,Cybercrime,3100,104,No,No,"Andheri East, Mumbai",9669 Block of Figueroa Locks,701,27,8,30,19.1197,72.8696,102713,247651,2021-08-16,2021,2021-11-18,Active,88.37
P00965,Daniel Mcmillan,94,Male,No,C2021-XYZ00795,Assault reported near Laurie Mountain,Assault,1300,102,No,No,"Banjara Hills, Hyderabad",1055 Block of Jessica Ferry,410,11,20,41,17.4239,78.4291,929967,223146,2022-08-03,2022,2022-12-15,Inactive,81.18
P00745,April Pittman,47,Female,Yes,C2019-XYZ00796,Fraud reported near Chen Rest,Fraud,2100,103,Yes,No,"T. Nagar, Chennai",2707 Block of Hernandez Roads,727,6,48,53,13.0424,80.2336,808026,819830,2021-04-05,2021,2021-06-03,Inactive,75.87
P00641,Angela Ross,40,Male,Yes,C2019-XYZ00797,Cybercrime reported near Michele Forge,Cybercrime,3100,104,No,Yes,"Andheri East, Mumbai",6667 Block of Jennifer Junctions,128,26,43,62,19.1197,72.8696,691933,468650,2022-07-28,2022,2022-10-30,Active,20.66
P00347,Lacey Mack,56,Female,No,C2022-XYZ00798,Theft reported near Jones Mission,Theft,6100,107,No,Yes,"Andheri East, Mumbai",3707 Block of Spencer Coves,898,1,39,46,19.1197,72.8696,568398,377553,2024-04-03,2024,2024-04-22,Active,37.95
P00101,Daniel Burnett,7,Other,Yes,C2023-XYZ00799,Drug Offense reported near Lance Isle,Drug Offense,4100,105,Yes,No,"T. Nagar, Chennai",1604 Block of Brittney Spur,155,22,28,49,13.0424,80.2336,830512,888516,2022-07-14,2022,2022-12-17,Active,40.93
P00749,Nicholas Lawrence,44,Male,No,C2023-XYZ00800,Theft reported near Harris Drives,Theft,6100,107,Yes,No,"Koramangala, Bangalore",3211 Block of Burke Mountain,389,10,27,34,12.9352,77.6146,982053,995647,2022-03-15,2022,2022-05-06,Active,54.04
P00393,Brendan Fleming,104,Male,Yes,C2024-XYZ00801,Fraud reported near Morrison Wells,Fraud,2100,103,Yes,No,"Sector 62, Noida",7280 Block of Michaela Shoal,548,30,27,61,28.6102,77.367,568338,195534,2021-03-19,2021,2021-09-06,Suspicious,90.0
P00669,Kevin Johnson,45,Female,No,C2024-XYZ00802,Theft reported near Young Village,Theft,6100,107,No,No,"Banjara Hills, Hyderabad",1881 Block of Timothy Lodge,424,15,15,40,17.4239,78.4291,146188,873859,2021-10-01,2021,2022-03-12,Inactive,16.19
